HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459679.64513,2022-04-10.1430212,bH,1.40,15.561,11.395,0.006,100.414,0.544,g
2459679.64643,2022-04-10.1443184,bH,1.47,15.538,11.333,0.006,106.315,0.554,g
2459679.67893,2022-04-10.1768239,bl,1.63,15.441,11.413,0.008,98.744,0.786,g
2459679.70368,2022-04-10.2015593,bH,1.45,15.534,11.366,0.006,103.231,0.556,g
2459679.70497,2022-04-10.2028568,bH,1.52,15.572,11.400,0.006,99.991,0.533,g
2459679.70626,2022-04-10.2041452,bH,1.40,15.524,11.336,0.006,106.040,0.527,g
2459680.68520,2022-04-11.1830817,bH,1.49,15.536,11.388,0.006,101.169,0.541,g
2459680.68652,2022-04-11.1843925,bH,1.43,15.519,11.376,0.006,102.195,0.564,g
2459680.68780,2022-04-11.1856777,bH,1.39,15.546,11.396,0.006,100.381,0.574,g
2459680.74847,2022-04-11.2463440,bH,1.43,15.538,11.407,0.006,99.362,0.555,g
2459680.74976,2022-04-11.2476392,bH,1.45,15.539,11.383,0.006,101.506,0.577,g
2459680.75105,2022-04-11.2489275,bH,1.50,15.547,11.411,0.006,98.993,0.548,g
2459681.65765,2022-04-12.1555290,bG,1.44,15.387,11.397,0.007,100.205,0.612,g
2459681.72460,2022-04-12.2224756,bl,1.49,15.384,11.392,0.009,100.697,0.803,g
2459681.72585,2022-04-12.2237293,bl,1.45,15.406,11.440,0.009,96.404,0.797,g
2459681.72709,2022-04-12.2249675,bl,1.56,15.395,11.438,0.009,96.597,0.816,g
2459682.71820,2022-04-13.2160723,bl,1.49,15.361,11.397,0.009,100.246,0.807,g
2459682.71945,2022-04-13.2173248,bl,1.49,15.374,11.429,0.009,97.356,0.829,g
2459682.72070,2022-04-13.2185652,bl,1.51,15.385,11.409,0.008,99.255,0.746,g
2459683.66415,2022-04-14.162025,bG,1.41,15.284,11.385,0.007,101.383,0.660,g
2459683.72078,2022-04-14.2186530,bl,1.50,15.323,11.439,0.009,96.463,0.782,g
2459683.72202,2022-04-14.2198993,bl,1.43,15.346,11.417,0.009,98.397,0.800,g
2459683.72327,2022-04-14.2211422,bl,1.47,15.323,11.432,0.009,97.089,0.831,g
2459684.63280,2022-04-15.1306818,bG,1.49,15.273,11.387,0.007,101.273,0.639,g
2459685.62469,2022-04-16.1225627,bl,1.46,15.327,11.446,0.008,95.901,0.719,g
2459685.62593,2022-04-16.1238019,bl,1.53,15.331,11.410,0.009,99.030,0.794,g
2459685.62717,2022-04-16.1250425,bl,1.47,15.362,11.406,0.008,99.457,0.720,g
2459685.67434,2022-04-16.1722101,bl,1.48,15.255,11.393,0.008,100.698,0.782,g
2459685.67557,2022-04-16.1734365,bl,1.49,15.279,11.434,0.008,96.886,0.761,g
2459685.67681,2022-04-16.1746831,bl,1.41,15.311,11.431,0.009,97.166,0.802,g
2459687.65271,2022-04-18.1505814,bH,1.40,15.424,11.367,0.006,103.113,0.615,g
2459687.65401,2022-04-18.1518781,bH,1.45,15.432,11.402,0.007,99.779,0.625,g
2459687.65530,2022-04-18.1531743,bH,1.48,15.460,11.397,0.006,100.277,0.604,g
2459687.73247,2022-04-18.2303375,bH,1.44,15.307,11.369,0.008,102.900,0.706,g
2459687.73375,2022-04-18.2316222,bH,1.44,15.358,11.395,0.007,100.503,0.651,g
2459687.73506,2022-04-18.2329283,bH,1.45,15.331,11.345,0.008,105.140,0.780,g
2459689.21898,2022-04-19.7168473,bo,1.61,15.252,11.333,0.008,106.399,0.768,g
2459689.74304,2022-04-20.2409131,bH,1.54,15.392,11.394,0.006,100.538,0.626,g
2459689.74434,2022-04-20.2422111,bH,1.52,15.413,11.386,0.006,101.310,0.609,g
2459689.74563,2022-04-20.2434943,bH,1.53,15.392,11.401,0.008,99.878,0.661,g
2459690.60807,2022-04-21.1059406,bH,1.56,15.529,11.400,0.006,99.982,0.557,g
2459690.60936,2022-04-21.1072325,bH,1.54,15.526,11.386,0.006,101.287,0.524,g
2459690.61066,2022-04-21.1085303,bH,1.56,15.532,11.361,0.006,103.678,0.544,g
2459690.68756,2022-04-21.1854336,bH,1.57,15.466,11.386,0.006,101.345,0.604,g
2459690.68883,2022-04-21.1867125,bH,1.55,15.446,11.338,0.006,105.823,0.556,g
2459690.69014,2022-04-21.1880181,bH,1.53,15.474,11.386,0.006,101.301,0.584,g
2459691.73969,2022-04-22.2375616,bH,1.42,15.465,11.385,0.007,101.339,0.663,g
2459691.74099,2022-04-22.2388591,bH,1.43,15.462,11.401,0.007,99.831,0.683,g
2459693.73390,2022-04-24.2317797,bH,1.52,15.486,11.411,0.006,99.055,0.547,g
2459693.73519,2022-04-24.2330696,bH,1.59,15.509,11.403,0.006,99.814,0.565,g
2459694.30803,2022-04-24.8059116,bo,1.47,15.259,11.337,0.007,106.057,0.705,g
2459694.30928,2022-04-24.8071605,bo,1.43,15.252,11.325,0.007,107.179,0.707,g
2459694.31054,2022-04-24.8084295,bo,1.47,15.276,11.367,0.008,103.126,0.729,g
2459695.60779,2022-04-26.1056833,bH,1.46,15.543,11.394,0.006,100.558,0.524,g
2459695.60908,2022-04-26.1069734,bH,1.45,15.537,11.379,0.006,101.947,0.540,g
2459695.61038,2022-04-26.1082689,bH,1.42,15.539,11.380,0.006,101.833,0.529,g
2459697.57942,2022-04-28.0773179,bH,1.43,15.560,11.390,0.006,100.903,0.561,g
2459697.58073,2022-04-28.0786243,bH,1.43,15.539,11.355,0.006,104.197,0.532,g
2459697.58201,2022-04-28.0799152,bH,1.47,15.553,11.387,0.006,101.233,0.565,g
2459698.27694,2022-04-28.7748464,bo,1.41,15.292,11.344,0.008,105.357,0.720,g
2459698.27818,2022-04-28.7760907,bo,1.48,15.279,11.359,0.009,103.842,0.857,g
2459698.27943,2022-04-28.7773392,bo,1.44,15.301,11.396,0.008,100.369,0.725,g
2459699.69172,2022-04-30.1896422,bl,1.54,14.077,11.571,0.024,85.429,1.860,g
2459699.69297,2022-04-30.1908906,bl,1.46,13.855,11.427,0.025,97.544,2.282,g
2459699.69423,2022-04-30.1921440,bl,1.55,14.136,11.505,0.031,90.798,2.611,g
2459700.38079,2022-04-30.8787140,bo,1.72,15.279,11.369,0.008,102.971,0.725,g
2459700.38204,2022-04-30.8799652,bo,1.64,15.250,11.323,0.007,107.366,0.716,g
2459700.38328,2022-04-30.8812057,bo,1.72,15.289,11.386,0.008,101.262,0.751,g
2459700.69215,2022-05-01.1900774,bl,1.49,15.413,11.354,0.008,104.344,0.784,g
2459700.69339,2022-05-01.1913072,bl,1.45,15.429,11.404,0.009,99.655,0.798,g
2459702.38876,2022-05-02.8866986,bo,1.43,15.273,11.366,0.009,103.234,0.813,g
2459702.39000,2022-05-02.8879356,bo,1.52,15.265,11.364,0.008,103.420,0.749,g
2459702.39124,2022-05-02.8891751,bo,1.46,15.260,11.363,0.007,103.504,0.709,g
2459702.51244,2022-05-03.0103796,bH,1.45,15.566,11.389,0.006,101.076,0.545,g
2459702.51373,2022-05-03.0116740,bH,1.48,15.562,11.382,0.006,101.669,0.540,g
2459702.51504,2022-05-03.0129766,bH,1.48,15.566,11.400,0.006,99.994,0.559,g
2459702.54168,2022-05-03.0396214,bH,1.45,15.553,11.375,0.006,102.345,0.552,g
2459702.54298,2022-05-03.0409170,bH,1.49,15.570,11.397,0.006,100.340,0.519,g
2459702.54426,2022-05-03.0422012,bH,1.46,15.568,11.386,0.006,101.337,0.551,g
2459703.63982,2022-05-04.1377690,bH,1.46,15.549,11.386,0.006,101.323,0.543,g
2459703.64110,2022-05-04.1390549,bH,1.44,15.554,11.385,0.006,101.441,0.521,g
2459703.64238,2022-05-04.1403377,bH,1.35,15.554,11.396,0.006,100.374,0.529,g
2459704.36726,2022-05-04.8652265,bp,1.52,15.320,11.357,0.008,104.064,0.717,g
2459704.36849,2022-05-04.8664519,bp,1.52,15.336,11.443,0.008,96.199,0.680,g
2459704.36991,2022-05-04.8678611,bp,1.59,15.331,11.411,0.008,99.052,0.687,g
2459704.38657,2022-05-04.8845398,bo,1.58,15.285,11.384,0.008,101.513,0.737,g
2459704.38783,2022-05-04.8857827,bo,1.66,15.259,11.344,0.007,105.307,0.672,g
2459704.38908,2022-05-04.8870362,bo,1.52,15.280,11.377,0.008,102.123,0.745,g
2459704.40938,2022-05-04.9073401,bp,1.51,15.283,11.345,0.008,105.225,0.773,g
2459704.41061,2022-05-04.9085748,bp,1.44,15.329,11.433,0.008,96.956,0.686,g
2459704.41185,2022-05-04.9098072,bp,1.50,15.327,11.413,0.008,98.805,0.716,g
2459705.66635,2022-05-06.1643199,bl,1.48,15.415,11.423,0.009,97.888,0.801,g
2459705.66759,2022-05-06.1655627,bl,1.47,15.406,11.409,0.008,99.223,0.784,g
2459706.57063,2022-05-07.0686167,bG,1.38,15.436,11.399,0.006,100.115,0.555,g
2459708.47434,2022-05-08.9723526,bl,1.57,15.434,11.426,0.008,97.673,0.729,g
2459708.47560,2022-05-08.9736021,bl,1.50,15.414,11.393,0.007,100.637,0.685,g
2459708.47684,2022-05-08.97485,bl,1.49,15.433,11.414,0.007,98.697,0.694,g
2459709.34585,2022-05-09.8438719,bp,1.55,15.257,11.351,0.008,104.649,0.729,g
2459709.34710,2022-05-09.8451228,bp,1.45,15.287,11.412,0.007,98.878,0.687,g
2459709.34834,2022-05-09.8463694,bp,1.53,15.297,11.453,0.009,95.214,0.781,g
2459709.50017,2022-05-09.9981913,bl,1.44,15.372,11.426,0.008,97.666,0.744,g
2459709.50140,2022-05-09.9994214,bl,1.50,15.329,11.413,0.008,98.863,0.686,g
2459709.50265,2022-05-10.0006771,bl,1.44,15.302,11.412,0.008,98.904,0.715,g
2459710.56537,2022-05-11.0634086,bH,1.46,15.505,11.381,0.006,101.747,0.526,g
2459710.56667,2022-05-11.0647040,bH,1.47,15.492,11.388,0.006,101.121,0.555,g
2459710.56796,2022-05-11.0660061,bH,1.48,15.530,11.399,0.006,100.152,0.537,g
2459710.60164,2022-05-11.0996822,bl,1.48,15.424,11.426,0.009,97.649,0.791,g
2459710.60289,2022-05-11.100925,bl,1.46,15.427,11.420,0.008,98.176,0.787,g
2459710.60414,2022-05-11.1021797,bl,1.57,99.990,99.990,99.990,99.990,99.990,g
2459711.60419,2022-05-12.1022459,bl,1.49,15.401,11.425,0.009,97.674,0.790,g
2459711.60545,2022-05-12.1034981,bl,1.36,15.409,11.417,0.009,98.484,0.786,g
2459711.63193,2022-05-12.1299789,bl,1.60,15.378,11.424,0.009,97.776,0.834,g
2459711.63317,2022-05-12.1312275,bl,1.52,15.380,11.388,0.009,101.057,0.828,g
2459711.63441,2022-05-12.1324678,bl,1.57,15.365,11.431,0.009,97.187,0.826,g
2459711.66969,2022-05-12.1677409,bH,1.47,15.366,11.385,0.008,101.387,0.678,g
2459711.67097,2022-05-12.1690261,bH,1.47,15.368,11.387,0.007,101.164,0.632,g
2459711.67226,2022-05-12.1703125,bH,1.39,15.393,11.393,0.007,100.651,0.663,g
2459713.48998,2022-05-13.9880680,bG,1.48,15.333,11.370,0.007,102.777,0.681,g
2459713.49257,2022-05-13.9906527,bG,1.44,15.332,11.368,0.007,103.060,0.637,g
2459713.64456,2022-05-14.1426450,bl,1.48,15.292,11.389,0.009,101.011,0.871,g
2459713.64580,2022-05-14.1438902,bl,1.50,15.309,11.386,0.009,101.321,0.832,g
2459713.64707,2022-05-14.1451497,bl,1.52,15.292,11.420,0.009,98.168,0.831,g
2459714.62344,2022-05-15.1215362,bl,1.48,15.274,11.393,0.009,100.626,0.870,g
2459714.62468,2022-05-15.1227828,bl,1.54,15.235,11.409,0.009,99.220,0.838,g
2459714.62594,2022-05-15.1240354,bl,1.55,15.311,11.438,0.010,96.552,0.857,g
2459715.36091,2022-05-15.8590262,bo,1.62,14.994,11.404,0.010,99.634,0.916,g
2459715.36216,2022-05-15.8602703,bo,1.63,14.992,11.374,0.011,102.424,0.994,g
2459715.36345,2022-05-15.8615568,bo,1.49,14.950,11.384,0.010,101.475,0.944,g
2459716.42453,2022-05-16.9226545,bp,1.50,14.839,11.491,0.020,92.006,1.648,g
2459716.42578,2022-05-16.9239059,bp,1.50,14.810,11.508,0.020,90.532,1.655,g
2459716.42702,2022-05-16.9251442,bp,2.18,14.519,11.609,0.028,82.439,2.085,g
2459717.61129,2022-05-18.1094466,bl,1.43,15.375,11.441,0.009,96.252,0.780,g
2459717.61254,2022-05-18.1106905,bl,1.44,15.356,11.386,0.009,101.294,0.818,g
2459717.61379,2022-05-18.1119446,bl,1.51,15.332,11.417,0.009,98.426,0.791,g
2459722.46530,2022-05-22.9635480,bl,1.50,15.236,11.419,0.008,98.297,0.731,g
2459722.46656,2022-05-22.9648120,bl,1.54,15.324,11.412,0.008,98.875,0.692,g
2459723.37009,2022-05-23.8683611,bp,1.54,15.271,11.388,0.007,101.103,0.681,g
2459723.37158,2022-05-23.8698347,bp,1.51,15.232,11.382,0.007,101.644,0.715,g
2459723.37282,2022-05-23.8710826,bp,1.50,15.291,11.388,0.007,101.145,0.677,g
2459724.56755,2022-05-25.0658358,bl,1.52,15.367,11.424,0.009,97.889,0.754,g
2459724.57719,2022-05-25.0754853,bH,1.42,15.482,11.395,0.006,100.480,0.581,g
2459724.57849,2022-05-25.0767813,bH,1.42,15.501,11.403,0.006,99.772,0.572,g
2459724.57979,2022-05-25.0780792,bH,1.46,15.501,11.395,0.006,100.496,0.548,g
2459726.34844,2022-05-26.8467600,bp,1.59,15.282,11.397,0.008,100.283,0.713,g
2459726.34968,2022-05-26.8480019,bp,1.62,15.281,11.392,0.007,100.780,0.687,g
2459726.35092,2022-05-26.8492432,bp,1.61,15.281,11.384,0.007,101.476,0.682,g
2459726.37504,2022-05-26.8733679,bp,1.55,15.288,11.384,0.007,101.481,0.676,g
2459726.37629,2022-05-26.8746215,bp,1.49,15.313,11.401,0.008,99.892,0.746,g
2459726.37754,2022-05-26.8758724,bp,1.50,15.286,11.389,0.007,101.000,0.686,g
2459727.33909,2022-05-27.8374306,bo,1.46,15.256,11.362,0.007,103.622,0.660,g
2459727.34032,2022-05-27.8386679,bo,1.45,15.251,11.359,0.007,103.870,0.688,g
2459727.34156,2022-05-27.8399074,bo,1.44,15.259,11.376,0.007,102.268,0.694,g
2459731.32881,2022-05-31.8272565,bo,1.53,15.270,11.374,0.007,102.421,0.692,g
2459731.33006,2022-05-31.8285042,bo,1.50,15.252,11.361,0.007,103.670,0.701,g
2459731.33131,2022-05-31.8297471,bo,1.56,15.260,11.356,0.007,104.081,0.699,g
2459733.30330,2022-06-02.8017943,bo,2.23,15.225,11.355,0.007,104.159,0.717,g
2459733.30455,2022-06-02.8030385,bo,2.24,15.224,11.329,0.008,106.770,0.764,g
2459733.30579,2022-06-02.8042837,bo,2.02,15.229,11.337,0.007,106.031,0.696,g
2459733.34566,2022-06-02.8441596,bp,1.50,15.285,11.401,0.008,99.952,0.699,g
2459733.34690,2022-06-02.8454002,bp,1.55,15.275,11.378,0.007,102.057,0.676,g
2459733.34815,2022-06-02.8466464,bp,1.46,15.269,11.345,0.007,105.146,0.687,g
2459736.20207,2022-06-05.7006386,bo,1.48,15.251,11.363,0.007,103.438,0.671,g
2459736.20331,2022-06-05.7018796,bo,1.51,15.234,11.364,0.007,103.446,0.708,g
2459736.20456,2022-06-05.7031214,bo,1.49,15.254,11.379,0.007,101.949,0.705,g
2459736.57741,2022-06-06.0759895,bl,1.47,15.417,11.415,0.009,98.671,0.812,g
2459736.57990,2022-06-06.0784820,bl,1.52,15.412,11.409,0.008,99.114,0.767,g
2459738.51170,2022-06-08.0103320,bl,1.55,15.428,11.420,0.007,98.122,0.698,g
2459738.51293,2022-06-08.0115701,bl,1.55,15.423,11.420,0.007,98.124,0.677,g
2459738.51416,2022-06-08.0127908,bl,1.49,15.416,11.390,0.007,100.932,0.679,g
2459739.22247,2022-06-08.7211284,bo,1.56,15.232,11.356,0.008,104.195,0.769,g
2459739.22378,2022-06-08.7224384,bo,1.63,15.217,11.354,0.007,104.321,0.709,g
2459739.56576,2022-06-09.0644278,bl,1.48,15.409,11.438,0.009,96.521,0.757,g
2459739.56702,2022-06-09.0656812,bl,1.50,15.405,11.412,0.008,98.880,0.730,g
2459739.56826,2022-06-09.0669193,bl,1.48,15.395,11.431,0.009,97.186,0.757,g
2459739.58850,2022-06-09.0871622,bl,1.47,15.363,11.408,0.009,99.277,0.769,g
2459739.58975,2022-06-09.0884106,bl,1.49,15.384,11.433,0.010,96.993,0.866,g
2459741.30484,2022-06-10.8035450,bp,1.54,15.149,11.407,0.008,99.314,0.768,g
2459741.30608,2022-06-10.8047885,bp,1.56,15.163,11.392,0.009,100.760,0.784,g
2459741.30733,2022-06-10.8060327,bp,1.47,15.168,11.406,0.009,99.428,0.778,g
2459743.55685,2022-06-13.0556184,bH,1.48,15.375,11.408,0.008,99.289,0.673,g
2459743.55813,2022-06-13.0569071,bH,1.48,15.403,11.395,0.006,100.434,0.627,g
2459743.55942,2022-06-13.0582,bH,1.41,15.404,11.387,0.007,101.253,0.649,g
2459745.58039,2022-06-15.0792248,bl,2.04,14.770,11.491,0.022,92.010,1.833,g
2459745.58163,2022-06-15.0804618,bl,1.92,14.347,11.590,0.034,83.915,2.650,g
2459747.24135,2022-06-16.7402347,bo,1.53,14.583,11.455,0.014,95.078,1.275,g
2459747.24268,2022-06-16.7415677,bo,1.51,14.258,11.309,0.017,108.803,1.730,g
2459747.24407,2022-06-16.7429569,bo,1.52,14.633,11.418,0.012,98.415,1.080,g
2459747.31926,2022-06-16.8181527,bp,1.85,13.559,11.381,0.035,101.843,3.286,g
2459747.32059,2022-06-16.8194799,bp,1.73,99.990,99.990,99.990,99.990,99.990,g
2459747.32186,2022-06-16.8207509,bp,1.75,99.990,99.990,99.990,99.990,99.990,g
2459747.33945,2022-06-16.8383461,bp,2.45,99.990,99.990,99.990,99.990,99.990,g
2459747.34069,2022-06-16.8395809,bp,2.44,14.259,11.442,0.024,96.180,2.132,g
2459748.47792,2022-06-17.9768503,bG,2.38,15.380,11.358,0.006,103.962,0.599,g
2459749.45597,2022-06-18.9549184,bH,1.45,15.532,11.381,0.006,101.729,0.508,g
2459749.45726,2022-06-18.9562148,bH,1.36,15.563,11.385,0.006,101.380,0.522,g
2459749.45856,2022-06-18.9575144,bH,1.42,15.560,11.395,0.006,100.461,0.536,g
2459750.27799,2022-06-19.7769666,bo,1.40,15.203,11.341,0.007,105.543,0.692,g
2459750.27924,2022-06-19.7782156,bo,1.39,15.208,11.366,0.007,103.169,0.709,g
2459750.28047,2022-06-19.7794434,bo,1.48,15.220,11.359,0.007,103.779,0.668,g
2459755.55813,2022-06-25.0572821,bH,1.47,14.601,11.398,0.012,100.215,1.150,g
2459755.55943,2022-06-25.0585798,bH,1.44,14.733,11.417,0.011,98.454,1.049,g
2459755.56072,2022-06-25.0598708,bH,1.50,14.681,11.419,0.014,98.270,1.285,g
2459757.26075,2022-06-26.7599569,bo,1.50,15.235,11.344,0.007,105.209,0.703,g
2459757.26199,2022-06-26.7611966,bo,1.46,15.227,11.360,0.007,103.701,0.687,g
2459757.26323,2022-06-26.7624359,bo,1.51,15.228,11.347,0.007,104.977,0.719,g
2459757.30608,2022-06-26.8052979,bp,1.47,15.233,11.402,0.011,99.793,1.025,g
2459757.30733,2022-06-26.8065326,bp,1.49,15.198,11.387,0.014,101.227,1.319,g
2459757.30855,2022-06-26.8077659,bp,1.52,15.215,11.446,0.016,95.849,1.393,g
2459759.51208,2022-06-29.0113629,bH,1.45,15.536,11.396,0.006,100.424,0.537,g
2459759.51337,2022-06-29.0126491,bH,1.46,15.519,11.375,0.006,102.379,0.555,g
2459759.51468,2022-06-29.0139586,bH,1.48,15.528,11.393,0.006,100.639,0.552,g
2459760.25010,2022-06-29.7494079,bo,1.47,15.241,11.359,0.007,103.872,0.665,g
2459760.25134,2022-06-29.7506476,bo,1.46,15.236,11.379,0.007,101.967,0.651,g
2459760.25258,2022-06-29.7518951,bo,1.53,15.226,11.367,0.007,103.019,0.672,g
2459762.24625,2022-07-01.7456287,bo,1.72,15.181,11.346,0.007,105.123,0.706,g
2459762.24774,2022-07-01.7471108,bo,1.79,15.171,11.350,0.007,104.709,0.714,g
2459762.24957,2022-07-01.7489424,bo,1.65,15.167,11.349,0.007,104.814,0.715,g
2459762.26435,2022-07-01.7637288,bp,1.55,15.227,11.379,0.007,101.912,0.704,g
2459762.26561,2022-07-01.7649962,bp,1.62,15.222,11.385,0.007,101.413,0.712,g
2459762.26707,2022-07-01.7664488,bp,1.60,15.220,11.393,0.007,100.701,0.696,g
2459762.49159,2022-07-01.9909711,bl,2.00,15.400,11.431,0.009,97.133,0.750,g
2459762.49281,2022-07-01.9922048,bl,1.99,15.401,11.406,0.009,99.433,0.807,g
2459765.20860,2022-07-04.7080831,bo,1.64,15.225,11.341,0.007,105.669,0.700,g
2459765.20985,2022-07-04.7093378,bo,1.59,15.193,11.354,0.007,104.391,0.730,g
2459765.21112,2022-07-04.7105946,bo,1.59,15.210,11.382,0.007,101.660,0.703,g
2459765.48169,2022-07-04.9811855,bH,1.45,15.518,11.387,0.006,101.279,0.550,g
2459765.48299,2022-07-04.9824791,bH,1.49,15.536,11.408,0.006,99.250,0.528,g
2459765.48432,2022-07-04.9838078,bH,1.48,15.521,11.383,0.006,101.624,0.533,g
2459767.45899,2022-07-06.9585480,bH,1.67,15.501,11.397,0.006,100.257,0.548,g
2459767.46028,2022-07-06.9598454,bH,1.60,15.514,11.400,0.006,99.973,0.531,g
2459767.46158,2022-07-06.9611452,bH,1.61,15.486,11.390,0.006,100.930,0.540,g
2459768.21318,2022-07-07.7127688,bo,2.37,15.152,11.329,0.009,106.736,0.890,g
2459768.21443,2022-07-07.7140160,bo,2.39,15.146,11.311,0.008,108.598,0.779,g
2459768.21567,2022-07-07.7152577,bo,2.37,15.163,11.342,0.008,105.501,0.834,g
2459769.47433,2022-07-08.9739679,bl,1.51,15.376,11.410,0.008,99.091,0.729,g
2459769.47559,2022-07-08.9752108,bl,1.47,15.387,11.429,0.009,97.385,0.742,g
2459769.47683,2022-07-08.9764502,bl,1.49,15.395,11.422,0.009,97.972,0.744,g
2459770.22283,2022-07-09.7224813,bo,1.73,99.990,99.990,99.990,99.990,99.990,g
2459773.21463,2022-07-12.7143938,bo,1.56,15.012,11.360,0.010,103.752,0.938,g
2459773.21586,2022-07-12.7156206,bo,1.41,14.940,11.367,0.010,103.155,0.911,g
2459773.21711,2022-07-12.7168754,bo,1.37,14.958,11.337,0.010,105.986,0.967,g
2459773.26577,2022-07-12.7655350,bp,1.47,14.989,11.455,0.016,95.076,1.414,g
2459773.26701,2022-07-12.7667745,bp,1.50,14.999,11.485,0.018,92.467,1.520,g
2459773.26833,2022-07-12.7680914,bp,1.62,14.986,11.516,0.019,89.832,1.588,g
2459778.20218,2022-07-17.7021177,bo,2.40,15.023,11.321,0.009,107.508,0.908,g
2459778.20374,2022-07-17.7036819,bo,2.40,15.073,11.353,0.009,104.421,0.914,g
2459778.25318,2022-07-17.7531255,bp,1.51,15.108,11.476,0.017,93.201,1.479,g
2459782.24043,2022-07-21.7405245,bp,1.45,15.205,11.450,0.017,95.500,1.465,g
2459782.24167,2022-07-21.7417641,bp,1.42,15.191,11.457,0.017,94.842,1.526,g
2459782.24293,2022-07-21.7430178,bp,1.46,15.177,11.481,0.017,92.825,1.479,g
2459784.48528,2022-07-23.9854475,bH,1.96,15.299,11.388,0.008,101.071,0.696,g
2459785.48120,2022-07-24.9814127,bH,1.47,15.517,11.444,0.007,96.018,0.640,g
2459785.48251,2022-07-24.9827156,bH,2.06,15.275,11.410,0.008,99.105,0.773,g
2459786.46057,2022-07-25.9608046,bH,1.41,15.430,11.458,0.008,94.793,0.697,g
2459786.46186,2022-07-25.9620974,bH,1.44,15.420,11.391,0.008,100.808,0.737,g
2459786.46315,2022-07-25.9633895,bH,1.45,15.452,11.370,0.007,102.826,0.660,g
2459788.47313,2022-07-27.9734388,bH,1.46,15.494,11.393,0.007,100.701,0.611,g
2459789.22371,2022-07-28.7240510,bp,1.46,15.139,11.463,0.017,94.365,1.491,g
2459789.22495,2022-07-28.7252929,bp,1.53,15.119,11.497,0.018,91.483,1.520,g
2459791.21714,2022-07-30.7175440,bp,1.45,15.162,11.455,0.017,95.002,1.476,g
2459791.21838,2022-07-30.7187868,bp,1.42,15.145,11.486,0.017,92.416,1.492,g
2459791.21962,2022-07-30.7200275,bp,1.33,15.057,11.489,0.019,92.193,1.630,g
2459792.20586,2022-07-31.7063041,bp,1.52,15.178,11.391,0.008,100.824,0.750,g
2459792.20711,2022-07-31.7075478,bp,1.57,15.194,11.394,0.010,100.629,0.888,g
2459792.20835,2022-07-31.7087952,bp,1.48,15.209,11.411,0.011,99.079,0.968,g
2459796.20354,2022-08-04.7041159,bp,1.98,14.636,11.528,0.025,88.925,2.025,g
2459796.20478,2022-08-04.7053604,bp,2.00,14.852,11.520,0.019,89.613,1.592,g
2459796.20602,2022-08-04.7065989,bp,2.16,14.666,11.514,0.023,90.100,1.923,g
2459834.90442,2022-09-12.4061351,bG,1.66,15.194,11.388,0.008,101.139,0.735,g
2459834.90571,2022-09-12.4074245,bG,1.60,15.137,11.411,0.008,99.012,0.767,g
2459834.90701,2022-09-12.4087115,bG,1.98,15.168,11.370,0.009,102.822,0.779,g
2459840.89471,2022-09-18.3965488,bG,1.43,15.297,11.395,0.007,100.457,0.662,g
2459840.89602,2022-09-18.3978570,bG,1.47,15.288,11.387,0.007,101.162,0.648,g
2459840.89732,2022-09-18.3991563,bG,1.47,15.301,11.419,0.007,98.312,0.672,g
2459856.89123,2022-10-04.3932893,bG,1.43,15.154,11.399,0.008,100.107,0.721,g
2459856.89256,2022-10-04.3946168,bG,1.53,15.176,11.386,0.008,101.308,0.751,g
2459860.88926,2022-10-08.3913387,bH,2.10,15.136,11.388,0.009,101.151,0.786,g
2459861.88540,2022-10-09.3874885,bH,2.07,15.200,11.368,0.008,103.003,0.771,g
2459861.88669,2022-10-09.3887771,bH,2.20,15.209,11.428,0.008,97.485,0.720,g
2459862.88221,2022-10-10.3843049,bH,2.13,15.145,11.391,0.009,100.905,0.827,g
2459862.88350,2022-10-10.3855949,bH,2.10,15.216,11.430,0.008,97.241,0.697,g
2459862.88480,2022-10-10.3868981,bH,2.07,15.114,11.396,0.009,100.372,0.839,g
2459863.87862,2022-10-11.3807162,bH,2.01,15.348,11.415,0.007,98.628,0.619,g
2459863.87991,2022-10-11.3820116,bH,2.05,15.277,11.388,0.007,101.146,0.691,g
2459863.88122,2022-10-11.3833168,bH,2.05,15.273,11.407,0.009,99.389,0.842,g
2459864.87110,2022-10-12.3732167,bH,1.46,15.390,11.410,0.007,99.082,0.646,g
2459864.87240,2022-10-12.3745074,bH,1.42,15.371,11.382,0.008,101.668,0.666,g
2459864.87369,2022-10-12.3758011,bH,1.42,15.366,11.383,0.007,101.570,0.623,g
2459865.87507,2022-10-13.3771853,bl,1.44,15.352,11.434,0.008,96.959,0.702,g
2459865.87632,2022-10-13.3784258,bl,1.43,15.338,11.424,0.009,97.788,0.769,g
2459865.87754,2022-10-13.3796625,bl,1.50,15.300,11.410,0.008,99.041,0.734,g
2459866.86427,2022-10-14.3663868,bl,1.42,15.369,11.441,0.008,96.333,0.668,g
